❌ 'Ensalada ensatún' → {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Salsas'} (Esperado: {'nombre': 'Ensalada ensatún', 'envase': 'Bol', 'size': '250 Gramos', 'precio': 2.49, 'subcategoria': 'Platos preparados'})
❌ 'Pechuga de pavo bajo en sal Hacendado finas lonchas' → {'nombre': 'Pechuga de pavo bajo en sal Hacendado finas lonchas', 'envase': 'Paquete', 'size': '225 Gramos', 'precio': 2.4, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuga de pavo bajo en sal Hacendado finas lonchas', 'envase': 'Paquete', 'size': '225 Gramos', 'precio': 2.4, 'subcategoria': 'Charcutería'})
❌ 'Pechuga de pavo finas lonchas Hacendado' → {'nombre': 'Pechuga de pavo finas lonchas Hacendado', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.2, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuga de pavo finas lonchas Hacendado', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.2, 'subcategoria': 'Charcutería'})
❌ 'Tiras de pechuga pollo al horno Hacendado' → {'nombre': 'Tiras de pechuga pollo al horno Hacendado', 'envase': 'Paquete', 'size': '140 Gramos', 'precio': 2.25, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Tiras de pechuga pollo al horno Hacendado', 'envase': 'Paquete', 'size': '140 Gramos', 'precio': 2.25, 'subcategoria': 'Charcutería'})
❌ 'Tiras de pechuga de pollo al natural Hacendado' → {'nombre': 'Tiras de pechuga de pollo al natural Hacendado', 'envase': 'Paquete', 'size': '140 Gramos', 'precio': 2.25, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Tiras de pechuga de pollo al natural Hacendado', 'envase': 'Paquete', 'size': '140 Gramos', 'precio': 2.25, 'subcategoria': 'Charcutería'})
❌ 'Pechuga de pollo braseada Hacendado finas lonchas' → {'nombre': 'Pechuga de pollo braseada Hacendado finas lonchas', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.2, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuga de pollo braseada Hacendado finas lonchas', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.2, 'subcategoria': 'Charcutería'})
❌ 'Pechuga de pavo al horno de leña Campofrío lonchas' → {'nombre': 'Pechuga de pavo al horno de leña Campofrío lonchas', 'envase': 'Paquete', 'size': '125 Gramos', 'precio': 1.8, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuga de pavo al horno de leña Campofrío lonchas', 'envase': 'Paquete', 'size': '125 Gramos', 'precio': 1.8, 'subcategoria': 'Charcutería'})
❌ 'Pechuga 92% pavo Hacendado lonchas' → {'nombre': 'Pechuga 92% pavo Hacendado lonchas', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.75, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuga 92% pavo Hacendado lonchas', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.75, 'subcategoria': 'Charcutería'})
❌ 'Pechuga de pavo Noel lonchas muy finas' → {'nombre': 'Pechuga de pavo Noel lonchas muy finas', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.35, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuga de pavo Noel lonchas muy finas', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 2.35, 'subcategoria': 'Charcutería'})
❌ 'Pollo 97% relleno La Carloteña asado al horno lonchas' → {'nombre': 'Pollo 97% relleno La Carloteña asado al horno lonchas', 'envase': 'Paquete', 'size': '150 Gramos', 'precio': 2.4, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pollo 97% relleno La Carloteña asado al horno lonchas', 'envase': 'Paquete', 'size': '150 Gramos', 'precio': 2.4, 'subcategoria': 'Charcutería'})
❌ 'Carne mechada de cerdo al horno Hacendado lonchas' → {'nombre': 'Carne mechada de cerdo al horno Hacendado lonchas', 'envase': 'Paquete', 'size': '150 Gramos', 'precio': 2.85, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Carne mechada de cerdo al horno Hacendado lonchas', 'envase': 'Paquete', 'size': '150 Gramos', 'precio': 2.85, 'subcategoria': 'Charcutería'})
❌ 'Pechuguita de pollo 99% La Carloteña asada al horno lonchas' → {'nombre': 'Pechuguita de pollo 99% La Carloteña asada al horno lonchas', 'envase': 'Paquete', 'size': '125 Gramos', 'precio': 2.6, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Pechuguita de pollo 99% La Carloteña asada al horno lonchas', 'envase': 'Paquete', 'size': '125 Gramos', 'precio': 2.6, 'subcategoria': 'Charcutería'})
❌ 'Lomo asado La Carloteña lonchas' → {'nombre': 'Lomo asado La Carloteña lonchas', 'envase': 'Paquete', 'size': '125 Gramos', 'precio': 2.6, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Lomo asado La Carloteña lonchas', 'envase': 'Paquete', 'size': '125 Gramos', 'precio': 2.6, 'subcategoria': 'Charcutería'})
❌ 'Magro de cerdo cocido Coren' → {'nombre': 'Magro de cerdo cocido Coren', 'envase': 'Lata', 'size': '240 Gramos', 'precio': 2.69, 'subcategoria': 'Carne'} (Esperado: {'nombre': 'Magro de cerdo cocido Coren', 'envase': 'Lata', 'size': '240 Gramos', 'precio': 2.69, 'subcategoria': 'Charcutería'})
❌ 'Paté de sardina Hacendado' → {'nombre': 'Paté de sardina Hacendado', 'envase': 'Lata', 'size': '65 Gramos', 'precio': 0.95, 'subcategoria': 'Conservas'} (Esperado: {'nombre': 'Paté de sardina Hacendado', 'envase': 'Lata', 'size': '65 Gramos', 'precio': 0.95, 'subcategoria': 'Charcutería'})
❌ '3 Vienas Andaluzas' → {'nombre': '3 Vienas Andaluzas', 'envase': 'Bolsa', 'size': '3 Unidades (390 g)', 'precio': 1.1, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': '3 Vienas Andaluzas', 'envase': 'Bolsa', 'size': '3 Unidades (390 g)', 'precio': 1.1, 'subcategoria': 'Panadería'})
❌ '6 Panes de leche 3%' → {'nombre': '6 Panes de leche 3%', 'envase': 'Bolsa', 'size': '6 Unidades (480 g)', 'precio': 1.51, 'subcategoria': 'Lácteos'} (Esperado: {'nombre': '6 Panes de leche 3%', 'envase': 'Bolsa', 'size': '6 Unidades (480 g)', 'precio': 1.51, 'subcategoria': 'Panadería'})
❌ 'Pan de molde cereales sin gluten Hacendado' → {'nombre': 'Pan de molde cereales sin gluten Hacendado', 'envase': 'Paquete', 'size': '14 rebanadas (470 g)', 'precio': 2.74, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Pan de molde cereales sin gluten Hacendado', 'envase': 'Paquete', 'size': '14 rebanadas (470 g)', 'precio': 2.74, 'subcategoria': 'Panadería'})
❌ 'Pan 5 semillas' → {'nombre': 'Pan 5 semillas', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 1.5, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Pan 5 semillas', 'envase': 'Paquete', 'size': '500 Gramos', 'precio': 1.5, 'subcategoria': 'Panadería'})
❌ 'Pan hot dog Hacendado' → {'nombre': 'Pan hot dog Hacendado', 'envase': 'Paquete', 'size': '6 Unidades (330 g)', 'precio': 0.9, 'subcategoria': 'Charcutería'} (Esperado: {'nombre': 'Pan hot dog Hacendado', 'envase': 'Paquete', 'size': '6 Unidades (330 g)', 'precio': 0.9, 'subcategoria': 'Panadería'})
❌ 'Tortillas de maíz Hacendado' → {'nombre': 'Tortillas de maíz Hacendado', 'envase': 'Paquete', 'size': '8 Unidades (208 g)', 'precio': 1.84, 'subcategoria': 'Bollería y repostería'} (Esperado: {'nombre': 'Tortillas de maíz Hacendado', 'envase': 'Paquete', 'size': '8 Unidades (208 g)', 'precio': 1.84, 'subcategoria': 'Galletas y cereales'})
❌ 'Mini tostadas de trigo Minigrill extra finas' → {'nombre': 'Mini tostadas de trigo Minigrill extra finas', 'envase': 'Caja', 'size': '100 Gramos', 'precio': 1.32, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Mini tostadas de trigo Minigrill extra finas', 'envase': 'Caja', 'size': '100 Gramos', 'precio': 1.32, 'subcategoria': 'Panadería'})
❌ 'Mini biscotes de trigo Minigrill' → {'nombre': 'Mini biscotes de trigo Minigrill', 'envase': 'Caja', 'size': '60 Unidades (120 g)', 'precio': 0.76, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Mini biscotes de trigo Minigrill', 'envase': 'Caja', 'size': '60 Unidades (120 g)', 'precio': 0.76, 'subcategoria': 'Panadería'})
❌ 'Panecillos tostados cereales y semillas Hacendado' → {'nombre': 'Panecillos tostados cereales y semillas Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.28, 'subcategoria': 'Galletas y cereales'} (Esperado: {'nombre': 'Panecillos tostados cereales y semillas Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.28, 'subcategoria': 'Panadería'})
❌ 'Preparado crujiente Hacendado' → {'nombre': 'Preparado crujiente Hacendado', 'envase': 'Paquete', 'size': '400 Gramos', 'precio': 1.6, 'subcategoria': 'Platos preparados'} (Esperado: {'nombre': 'Preparado crujiente Hacendado', 'envase': 'Paquete', 'size': '400 Gramos', 'precio': 1.6, 'subcategoria': 'Panadería'})
❌ 'Crackers integrales de espelta Bachman' → {'nombre': 'Crackers integrales de espelta Bachman', 'envase': 'Caja', 'size': '4 paquetes (240 g)', 'precio': 1.65, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Crackers integrales de espelta Bachman', 'envase': 'Caja', 'size': '4 paquetes (240 g)', 'precio': 1.65, 'subcategoria': 'Panadería'})
❌ 'Crackers 30% integral' → {'nombre': 'Crackers 30% integral', 'envase': 'Paquete', 'size': '14 bolsitas (500 g)', 'precio': 1.84, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Crackers 30% integral', 'envase': 'Paquete', 'size': '14 bolsitas (500 g)', 'precio': 1.84, 'subcategoria': 'Panadería'})
❌ 'Crackers con sal Hacendado' → {'nombre': 'Crackers con sal Hacendado', 'envase': 'Paquete', 'size': '16 bolsitas (500 g)', 'precio': 1.84, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Crackers con sal Hacendado', 'envase': 'Paquete', 'size': '16 bolsitas (500 g)', 'precio': 1.84, 'subcategoria': 'Panadería'})
❌ 'Crackers sin gluten Hacendado con romero' → {'nombre': 'Crackers sin gluten Hacendado con romero', 'envase': 'Paquete', 'size': '6 bolsitas (200 g)', 'precio': 1.7, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Crackers sin gluten Hacendado con romero', 'envase': 'Paquete', 'size': '6 bolsitas (200 g)', 'precio': 1.7, 'subcategoria': 'Panadería'})
❌ 'Picos saladitos Hacendado' → {'nombre': 'Picos saladitos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.13, 'subcategoria': 'Chicles, caramelos y golosinas'} (Esperado: {'nombre': 'Picos saladitos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.13, 'subcategoria': 'Panadería'})
❌ 'Picos 100% integrales Hacendado' → {'nombre': 'Picos 100% integrales Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.8, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Picos 100% integrales Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.8, 'subcategoria': 'Panadería'})
❌ 'Picos Hacendado' → {'nombre': 'Picos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.8, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Picos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.8, 'subcategoria': 'Panadería'})
❌ 'Regañá Hacendado' → {'nombre': 'Regañá Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.04, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Regañá Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.04, 'subcategoria': 'Panadería'})
❌ 'Piquitos bajos en sal Hacendado con orégano y tomillo' → {'nombre': 'Piquitos bajos en sal Hacendado con orégano y tomillo', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.23, 'subcategoria': 'Especias'} (Esperado: {'nombre': 'Piquitos bajos en sal Hacendado con orégano y tomillo', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 1.23, 'subcategoria': 'Panadería'})
❌ 'Rosquillas Hacendado' → {'nombre': 'Rosquillas Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.99, 'subcategoria': 'Bollería y repostería'} (Esperado: {'nombre': 'Rosquillas Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.99, 'subcategoria': 'Panadería'})
❌ 'Picos sin gluten Hacendado' → {'nombre': 'Picos sin gluten Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 1.42, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Picos sin gluten Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 1.42, 'subcategoria': 'Panadería'})
❌ 'Picos reventaos Hacendado' → {'nombre': 'Picos reventaos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.99, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Picos reventaos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.99, 'subcategoria': 'Panadería'})
❌ 'Piquitos San Roque' → {'nombre': 'Piquitos San Roque', 'envase': 'Paquete', 'size': '142 Gramos', 'precio': 0.9, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Piquitos San Roque', 'envase': 'Paquete', 'size': '142 Gramos', 'precio': 0.9, 'subcategoria': 'Panadería'})
❌ 'Picos camperos Hacendado' → {'nombre': 'Picos camperos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.99, 'subcategoria': 'Aceite y vinagre'} (Esperado: {'nombre': 'Picos camperos Hacendado', 'envase': 'Paquete', 'size': '250 Gramos', 'precio': 0.99, 'subcategoria': 'Panadería'})
❌ 'Piquitos con salvado San Roque' → {'nombre': 'Piquitos con salvado San Roque', 'envase': 'Paquete', 'size': '142 Gramos', 'precio': 0.9, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Piquitos con salvado San Roque', 'envase': 'Paquete', 'size': '142 Gramos', 'precio': 0.9, 'subcategoria': 'Panadería'})
❌ 'Surtido de picos' → {'nombre': 'Surtido de picos', 'envase': 'colines y regañás con sésamo Hacendado', 'size': 'Paquete', 'precio': 350.0, 'subcategoria': 'Menaje y utensilios'} (Esperado: {'nombre': 'Surtido de picos', 'envase': 'colines y regañás con sésamo Hacendado', 'size': 'Paquete', 'precio': 350.0, 'subcategoria': 'Panadería'})
❌ 'Regañá artesana Hacendado' → {'nombre': 'Regañá artesana Hacendado', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 1.51, 'subcategoria': 'Bollería y repostería'} (Esperado: {'nombre': 'Regañá artesana Hacendado', 'envase': 'Paquete', 'size': '200 Gramos', 'precio': 1.51, 'subcategoria': 'Panadería'})
❌ 'Palitos de pan con pipas Anitin' → {'nombre': 'Palitos de pan con pipas Anitin', 'envase': 'Paquete', 'size': '2 Unidades (166 g)', 'precio': 1.32, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Palitos de pan con pipas Anitin', 'envase': 'Paquete', 'size': '2 Unidades (166 g)', 'precio': 1.32, 'subcategoria': 'Panadería'})
❌ 'Palitos con frutos secos Hacendado' → {'nombre': 'Palitos con frutos secos Hacendado', 'envase': 'Paquete', 'size': '2 Unidades (130 g)', 'precio': 1.04, 'subcategoria': 'Frutos secos'} (Esperado: {'nombre': 'Palitos con frutos secos Hacendado', 'envase': 'Paquete', 'size': '2 Unidades (130 g)', 'precio': 1.04, 'subcategoria': 'Panadería'})
❌ 'Palitos de pan con queso Anitin' → {'nombre': 'Palitos de pan con queso Anitin', 'envase': 'Paquete', 'size': '2 Unidades (142 g)', 'precio': 1.32, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Palitos de pan con queso Anitin', 'envase': 'Paquete', 'size': '2 Unidades (142 g)', 'precio': 1.32, 'subcategoria': 'Panadería'})
❌ 'Picatostes fritos Hacendado' → {'nombre': 'Picatostes fritos Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.8, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Picatostes fritos Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.8, 'subcategoria': 'Panadería'})
❌ 'Picatostes fritos con ajo Hacendado' → {'nombre': 'Picatostes fritos con ajo Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.8, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Picatostes fritos con ajo Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.8, 'subcategoria': 'Panadería'})
❌ 'Picatostes tostados Hacendado' → {'nombre': 'Picatostes tostados Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.66, 'subcategoria': 'Snacks y aperitivos'} (Esperado: {'nombre': 'Picatostes tostados Hacendado', 'envase': 'Paquete', 'size': '100 Gramos', 'precio': 0.66, 'subcategoria': 'Panadería'})
❌ 'Berlina al cacao' → {'nombre': 'Berlina al cacao', 'envase': 'Paquete', 'size': '4 Unidades (240 g)', 'precio': 1.55, 'subcategoria': 'Cacao'} (Esperado: {'nombre': 'Berlina al cacao', 'envase': 'Paquete', 'size': '4 Unidades (240 g)', 'precio': 1.55, 'subcategoria': 'Bollería y repostería'})
❌ 'Rosquillas al cacao' → {'nombre': 'Rosquillas al cacao', 'envase': 'Paquete', 'size': '7 Unidades (182 g)', 'precio': 1.55, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Rosquillas al cacao', 'envase': 'Paquete', 'size': '7 Unidades (182 g)', 'precio': 1.55, 'subcategoria': 'Bollería y repostería'})
❌ '12 Mini croissants de mantequilla' → {'nombre': '12 Mini croissants de mantequilla', 'envase': 'Bolsa', 'size': '12 Unidades (240 g)', 'precio': 2.15, 'subcategoria': 'Panadería'} (Esperado: {'nombre': '12 Mini croissants de mantequilla', 'envase': 'Bolsa', 'size': '12 Unidades (240 g)', 'precio': 2.15, 'subcategoria': 'Bollería y repostería'})
❌ 'Bizcocho de chocolate sin gluten y sin lactosa' → {'nombre': 'Bizcocho de chocolate sin gluten y sin lactosa', 'envase': 'Paquete', 'size': '300 Gramos', 'precio': 3.1, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Bizcocho de chocolate sin gluten y sin lactosa', 'envase': 'Paquete', 'size': '300 Gramos', 'precio': 3.1, 'subcategoria': 'Bollería y repostería'})
❌ 'Bizcocho de cacao' → {'nombre': 'Bizcocho de cacao', 'envase': 'Paquete', 'size': '410 Gramos', 'precio': 3.1, 'subcategoria': 'Cacao'} (Esperado: {'nombre': 'Bizcocho de cacao', 'envase': 'Paquete', 'size': '410 Gramos', 'precio': 3.1, 'subcategoria': 'Bollería y repostería'})
❌ 'Bizcocho con azúcar moreno y nueces' → {'nombre': 'Bizcocho con azúcar moreno y nueces', 'envase': 'Bandeja', 'size': '400 Gramos', 'precio': 3.3, 'subcategoria': 'Postres'} (Esperado: {'nombre': 'Bizcocho con azúcar moreno y nueces', 'envase': 'Bandeja', 'size': '400 Gramos', 'precio': 3.3, 'subcategoria': 'Bollería y repostería'})
❌ '8 Magdalenas con azúcar' → {'nombre': '8 Magdalenas con azúcar', 'envase': 'Bolsa', 'size': '8 Unidades (380 g)', 'precio': 2.6, 'subcategoria': 'Azúcar y edulcorantes'} (Esperado: {'nombre': '8 Magdalenas con azúcar', 'envase': 'Bolsa', 'size': '8 Unidades (380 g)', 'precio': 2.6, 'subcategoria': 'Bollería y repostería'})
❌ '8 Magdalenas con pepitas de chocolate' → {'nombre': '8 Magdalenas con pepitas de chocolate', 'envase': 'Bolsa', 'size': '8 Unidades (380 g)', 'precio': 3.1, 'subcategoria': 'Postres'} (Esperado: {'nombre': '8 Magdalenas con pepitas de chocolate', 'envase': 'Bolsa', 'size': '8 Unidades (380 g)', 'precio': 3.1, 'subcategoria': 'Bollería y repostería'})
❌ 'Croissant de mantequilla 26%' → {'nombre': 'Croissant de mantequilla 26%', 'envase': 'Pieza', 'size': '50 Gramos', 'precio': 0.55, 'subcategoria': 'Panadería'} (Esperado: {'nombre': 'Croissant de mantequilla 26%', 'envase': 'Pieza', 'size': '50 Gramos', 'precio': 0.55, 'subcategoria': 'Bollería y repostería'})
❌ 'Trenza con nueces 4%' → {'nombre': 'Trenza con nueces 4%', 'envase': 'Pieza', 'size': '80 Gramos', 'precio': 0.9, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Trenza con nueces 4%', 'envase': 'Pieza', 'size': '80 Gramos', 'precio': 0.9, 'subcategoria': 'Bollería y repostería'})
❌ 'Napolitana de chocolate 26%' → {'nombre': 'Napolitana de chocolate 26%', 'envase': 'Pieza', 'size': '100 Gramos', 'precio': 0.85, 'subcategoria': 'Chocolate'} (Esperado: {'nombre': 'Napolitana de chocolate 26%', 'envase': 'Pieza', 'size': '100 Gramos', 'precio': 0.85, 'subcategoria': 'Bollería y repostería'})
❌ 'Caracola con pasas 10%' → {'nombre': 'Caracola con pasas 10%', 'envase': 'Pieza', 'size': '103 Gramos', 'precio': 0.9, 'subcategoria': 'Fruta y verdura'} (Esperado: {'nombre': 'Caracola con pasas 10%', 'envase': 'Pieza', 'size': '103 Gramos', 'precio': 0.9, 'subcategoria': 'Bollería y repostería'})
